,fail_mean,all_mean,lessfails_mean,fail_count,all_count,lessfails_count,fail_std,all_std,lessfails_std,fail_median,all_median,lessfails_median
L1_S24_F998,0.2847726345062256,0.23298609256744385,0.23269663751125336,66.0,11879.0,11813.0,0.1528700441122055,0.1349208950996399,0.1347643882036209,0.31200000643730164,0.22499999403953552,0.2240000069141388
L1_S24_F1000,0.05895454064011574,0.046343326568603516,0.046272844076156616,66.0,11879.0,11813.0,0.06318725645542145,0.05183664709329605,0.05176093056797981,0.03400000184774399,0.03400000184774399,0.03400000184774399
L1_S24_F1002,0.25365149974823,0.21490851044654846,0.21469196677207947,66.0,11879.0,11813.0,0.10747184604406357,0.1103426069021225,0.11032534390687943,0.2549999952316284,0.21699999272823334,0.21699999272823334
L1_S24_F1004,0.0806969702243805,0.06887072324752808,0.06880467385053635,66.0,11879.0,11813.0,0.05858537182211876,0.05356422811746597,0.05353032052516937,0.07150000333786011,0.0560000017285347,0.0560000017285347
L1_S24_F1006,0.12175758183002472,0.08274728804826736,0.08252933621406555,66.0,11879.0,11813.0,0.11644081771373749,0.09938971698284149,0.09924934059381485,0.08449999988079071,0.04699999839067459,0.04699999839067459
L1_S24_F1008,0.07107575982809067,0.07965454459190369,0.0797024667263031,66.0,11879.0,11813.0,0.04963073506951332,0.06942788511514664,0.06952135264873505,0.07000000029802322,0.06599999964237213,0.06599999964237213
L1_S24_F1010,0.04560606926679611,0.04255932196974754,0.04254228249192238,66.0,11879.0,11813.0,0.03587665781378746,0.03661155700683594,0.03661688044667244,0.03350000083446503,0.03400000184774399,0.03400000184774399
L1_S24_F1012,0.0830908939242363,0.10482485592365265,0.10494629293680191,66.0,11879.0,11813.0,0.05926154553890228,0.08834417909383774,0.08846652507781982,0.0820000022649765,0.08699999749660492,0.08699999749660492
L1_S24_F1014,0.09937876462936401,0.07019294053316116,0.07002991437911987,66.0,11879.0,11813.0,0.10795466601848602,0.08818194270133972,0.08803774416446686,0.057999998331069946,0.04800000041723251,0.04800000041723251
L1_S24_F1016,0.23028124868869781,0.23147162795066833,0.2314779907464981,64.0,11951.0,11887.0,0.1296914964914322,0.13448067009449005,0.1345108151435852,0.2434999942779541,0.22200000286102295,0.22200000286102295
L1_S24_F1021,0.038953132927417755,0.03168737143278122,0.031648244708776474,64.0,11951.0,11887.0,0.05507323518395424,0.033347390592098236,0.03319207578897476,0.023000000044703484,0.023000000044703484,0.023000000044703484
L1_S24_F1026,0.013124998658895493,0.01366059947758913,0.013663483783602715,64.0,11951.0,11887.0,0.011103412136435509,0.015884095802903175,0.015906348824501038,0.010999999940395355,0.009999999776482582,0.009999999776482582
L1_S24_F1031,0.0508749857544899,0.058985982090234756,0.059029631316661835,64.0,11951.0,11887.0,0.0456482395529747,0.043022993952035904,0.043006058782339096,0.03500000014901161,0.05299999937415123,0.05299999937415123
L1_S24_F1036,0.07459373772144318,0.08318772166967392,0.08323397487401962,64.0,11951.0,11887.0,0.051702044904232025,0.048265162855386734,0.048244327306747437,0.04399999976158142,0.10000000149011612,0.10000000149011612
L1_S24_F1041,0.053374994546175,0.04692968726158142,0.04689497873187065,64.0,11951.0,11887.0,0.07493499666452408,0.05360245332121849,0.053466081619262695,0.03750000149011612,0.03700000047683716,0.03700000047683716
L1_S24_F1046,0.0016874996945261955,0.0017889195587486029,0.0017894658958539367,64.0,11951.0,11887.0,0.0011666666250675917,0.012781350873410702,0.012815426103770733,0.0020000000949949026,0.0010000000474974513,0.0010000000474974513
L1_S24_F1051,0.0005312499706633389,0.000576496182475239,0.0005767399561591446,64.0,11951.0,11887.0,0.0005029673338867724,0.01074193324893713,0.010770739056169987,0.0010000000474974513,0.0,0.0
L1_S24_F1056,0.048234373331069946,0.04942998290061951,0.04943641647696495,64.0,11951.0,11887.0,0.09364873915910721,0.07207616418600082,0.07194752991199493,0.023000000044703484,0.029999999329447746,0.029999999329447746
L1_S24_F1068,0.09327691793441772,0.09868477284908295,0.09871447086334229,130.0,23827.0,23697.0,0.08366526663303375,0.07729987055063248,0.07726394385099411,0.06700000166893005,0.08299999684095383,0.08299999684095383
L1_S24_F1072,0.11246920377016068,0.11472290754318237,0.11473538726568222,130.0,23827.0,23697.0,0.09197204560041428,0.09503023326396942,0.09504815936088562,0.08300000429153442,0.09200000017881393,0.09200000017881393
L1_S24_F1079,0.12256921082735062,0.1205090880393982,0.12049777805805206,130.0,23827.0,23697.0,0.08448558300733566,0.07730802893638611,0.07726819813251495,0.1315000057220459,0.11299999803304672,0.11299999803304672
L1_S24_F1083,0.12785384058952332,0.12683327496051788,0.1268276423215866,130.0,23827.0,23697.0,0.08963260054588318,0.08474258333444595,0.08471711724996567,0.12150000035762787,0.11699999868869781,0.11699999868869781
L1_S24_F1087,0.08803077042102814,0.07414620369672775,0.0740700364112854,130.0,23827.0,23697.0,0.07393500953912735,0.059869565069675446,0.059776671230793,0.07500000298023224,0.061000000685453415,0.05999999865889549
L1_S24_F1094,0.2022922933101654,0.21666450798511505,0.21674343943595886,130.0,23827.0,23697.0,0.12913639843463898,0.12888088822364807,0.12887798249721527,0.20100000500679016,0.21299999952316284,0.21400000154972076
L1_S24_F1098,0.20292310416698456,0.19078372418880463,0.19071729481220245,130.0,23827.0,23697.0,0.11892935633659363,0.11552546918392181,0.11550655961036682,0.20000000298023224,0.1860000044107437,0.1860000044107437
L1_S24_F1102,0.19335384666919708,0.17329952120780945,0.17318940162658691,130.0,23827.0,23697.0,0.09501609951257706,0.06310894340276718,0.06287377327680588,0.16949999332427979,0.17000000178813934,0.17000000178813934
L1_S24_F1106,0.09406154602766037,0.09980504214763641,0.09983659535646439,130.0,23827.0,23697.0,0.08323617279529572,0.07755938172340393,0.07752706110477448,0.06800000369548798,0.08399999886751175,0.08399999886751175
L1_S24_F1110,0.04445385932922363,0.04432292655110359,0.04432221129536629,130.0,23827.0,23697.0,0.03372647613286972,0.037721987813711166,0.03774336352944374,0.035999998450279236,0.035999998450279236,0.035999998450279236
L1_S24_F1118,0.03818722814321518,0.03930193930864334,0.03931029886007309,203.0,27202.0,26999.0,0.04068855196237564,0.0359431728720665,0.035903654992580414,0.02500000037252903,0.03099999949336052,0.03099999949336052
L1_S24_F1122,0.10765518993139267,0.11028972268104553,0.11030954867601395,203.0,27202.0,26999.0,0.07773672789335251,0.076970674097538,0.07696681469678879,0.09399999678134918,0.0989999994635582,0.0989999994635582
L1_S24_F1126,0.07098525017499924,0.06849781423807144,0.06847911328077316,203.0,27202.0,26999.0,0.050196703523397446,0.04845179244875908,0.048439886420965195,0.05999999865889549,0.061000000685453415,0.061000000685453415
L1_S24_F1130,0.02340886928141117,0.027540596202015877,0.027571653947234154,203.0,27202.0,26999.0,0.018321804702281952,0.029202964156866074,0.02926824614405632,0.017999999225139618,0.02199999988079071,0.02199999988079071
L1_S24_F1134,0.09580294787883759,0.10270725190639496,0.1027592346072197,203.0,27177.0,26974.0,0.06050432100892067,0.07668045163154602,0.07678818702697754,0.08699999749660492,0.09000000357627869,0.09000000357627869
L1_S24_F1145,0.11567490547895432,0.13283510506153107,0.13296419382095337,203.0,27177.0,26974.0,0.09079742431640625,0.0988006517291069,0.09884865581989288,0.10000000149011612,0.11299999803304672,0.11299999803304672
L1_S24_F1148,0.04154679924249649,0.04147062450647354,0.04147007316350937,203.0,27177.0,26974.0,0.04074613377451897,0.03985675051808357,0.03985089436173439,0.03200000151991844,0.03200000151991844,0.03200000151991844
L1_S24_F1161,0.003359604859724641,0.003482778323814273,0.003483711974695325,203.0,27201.0,26998.0,0.002731144893914461,0.003607057500630617,0.003612849162891507,0.003000000026077032,0.003000000026077032,0.003000000026077032
L1_S24_F1166,0.14864040911197662,0.1300562471151352,0.1299164593219757,203.0,27197.0,26994.0,0.07999099045991898,0.07136248052120209,0.07127665728330612,0.13600000739097595,0.125,0.125
L1_S24_F1170,0.17216739058494568,0.1546860635280609,0.15455487370491028,203.0,27197.0,26994.0,0.09255573153495789,0.08590970933437347,0.08584869652986526,0.1809999942779541,0.13699999451637268,0.13699999451637268
L1_S24_F1172,0.17347779870033264,0.15632249414920807,0.1561935693025589,203.0,27197.0,26994.0,0.09323062002658844,0.08539523184299469,0.08532261848449707,0.16099999845027924,0.15000000596046448,0.15000000596046448
L1_S24_F1174,0.19038915634155273,0.18136908113956451,0.1813012659549713,203.0,27197.0,26994.0,0.12027506530284882,0.11239809542894363,0.11233415454626083,0.16200000047683716,0.17100000381469727,0.17100000381469727
L1_S24_F1176,0.1735123246908188,0.1524827629327774,0.15232457220554352,203.0,27197.0,26994.0,0.09671404957771301,0.08733285963535309,0.08724147081375122,0.16099999845027924,0.14499999582767487,0.14499999582767487
L1_S24_F1180,0.048699527978897095,0.05269642174243927,0.052726443856954575,203.0,27197.0,26994.0,0.03519047796726227,0.04174192622303963,0.04178551957011223,0.03999999910593033,0.04500000178813934,0.04500000178813934
L1_S24_F1184,0.1409890055656433,0.10636550933122635,0.10613299906253815,91.0,13641.0,13550.0,0.10979106277227402,0.07909218966960907,0.07879965752363205,0.1289999932050705,0.08900000154972076,0.08900000154972076
L1_S24_F1197,0.0980549156665802,0.09792010486125946,0.09791913628578186,91.0,13641.0,13550.0,0.07813512533903122,0.07671725004911423,0.0767105221748352,0.09200000017881393,0.0820000022649765,0.0820000022649765
L1_S24_F1202,0.008230770006775856,0.009447692893445492,0.009455862455070019,91.0,13641.0,13550.0,0.007327386178076267,0.021915575489401817,0.021981073543429375,0.007000000216066837,0.007000000216066837,0.007000000216066837
L1_S24_F1207,0.02516484446823597,0.01902257651090622,0.018981290981173515,91.0,13641.0,13550.0,0.02084026299417019,0.011739088222384453,0.01164321880787611,0.014000000432133675,0.014000000432133675,0.014000000432133675
L1_S24_F1212,0.08543957769870758,0.07540445774793625,0.07533708214759827,91.0,13641.0,13550.0,0.05138681083917618,0.050996001809835434,0.05098886042833328,0.08100000023841858,0.07000000029802322,0.07000000029802322
L1_S24_F1225,0.265483558177948,0.28645846247673035,0.28659936785697937,91.0,13641.0,13550.0,0.14658106863498688,0.1373443752527237,0.13727563619613647,0.3160000145435333,0.3100000023841858,0.3100000023841858
L1_S24_F1230,0.2416153848171234,0.259827584028244,0.2599499225616455,91.0,13641.0,13550.0,0.13758859038352966,0.12962715327739716,0.12956897914409637,0.28200000524520874,0.28200000524520874,0.28200000524520874
L1_S24_F1235,0.06429669260978699,0.04500279575586319,0.04487321525812149,91.0,13641.0,13550.0,0.059845998883247375,0.03788607940077782,0.03766576200723648,0.050999999046325684,0.03799999877810478,0.03799999877810478
L1_S24_F1240,0.23540650308132172,0.23721972107887268,0.2372319996356964,91.0,13641.0,13550.0,0.12823544442653656,0.13009300827980042,0.13011029362678528,0.2290000021457672,0.24199999868869781,0.24199999868869781
L1_S24_F1245,0.005824174731969833,0.0066276122815907,0.006633013486862183,91.0,13641.0,13550.0,0.005122051108628511,0.017684705555438995,0.017738869413733482,0.004999999888241291,0.004999999888241291,0.004999999888241291
L1_S24_F1250,0.006274724844843149,0.007781140506267548,0.007791259326040745,91.0,13641.0,13550.0,0.005268492735922337,0.017819570377469063,0.017873723059892654,0.004999999888241291,0.006000000052154064,0.006000000052154064
L1_S24_F1255,0.1216813251376152,0.09726252406835556,0.09709852188825607,91.0,13641.0,13550.0,0.07309474796056747,0.07606957852840424,0.07606515288352966,0.11299999803304672,0.0820000022649765,0.0820000022649765
L1_S24_F1260,0.004021977540105581,0.004440322518348694,0.004443129990249872,91.0,13641.0,13550.0,0.0020921973045915365,0.016939934343099594,0.016995863988995552,0.004999999888241291,0.004999999888241291,0.004999999888241291
L1_S24_F1265,0.0883956104516983,0.09002897888422012,0.090039923787117,91.0,13641.0,13550.0,0.0726204589009285,0.06938821077346802,0.06936841458082199,0.057999998331069946,0.07100000232458115,0.07100000232458115
L1_S24_F1270,0.06310990452766418,0.056550245732069016,0.056506168097257614,91.0,13641.0,13550.0,0.04904452711343765,0.03672276437282562,0.036624133586883545,0.0560000017285347,0.050999999046325684,0.050999999046325684
L1_S24_F1275,0.14484071731567383,0.12539738416671753,0.12523402273654938,113.0,13563.0,13450.0,0.09032752364873886,0.07420969754457474,0.07404188066720963,0.125,0.11900000274181366,0.11900000274181366
L1_S24_F1288,0.0006371677736751735,0.0006636391044594347,0.0006638599443249404,113.0,13563.0,13450.0,0.000535556289833039,0.0005779394414275885,0.0005782748339697719,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513
L1_S24_F1293,0.0066725644282996655,0.00984785333275795,0.00987453293055296,113.0,13563.0,13450.0,0.005598853342235088,0.030027439817786217,0.03014703281223774,0.004999999888241291,0.007000000216066837,0.007000000216066837
L1_S24_F1298,0.05197345092892647,0.03722548857331276,0.037101615220308304,113.0,13563.0,13450.0,0.0361332893371582,0.014677062630653381,0.014299747534096241,0.03799999877810478,0.03400000184774399,0.03400000184774399
L1_S24_F1303,0.09818585962057114,0.08785887062549591,0.08777210116386414,113.0,13563.0,13450.0,0.04469330981373787,0.04617778956890106,0.04618208482861519,0.10899999737739563,0.09000000357627869,0.09000000357627869
L1_S24_F1316,0.0048584057949483395,0.0044210986234247684,0.004417425952851772,113.0,13563.0,13450.0,0.0027511923108249903,0.002395398449152708,0.0023919474333524704,0.004999999888241291,0.004000000189989805,0.004000000189989805
L1_S24_F1321,0.004345132037997246,0.004046260379254818,0.004043749999254942,113.0,13563.0,13450.0,0.002747628604993224,0.0023424215614795685,0.002338641555979848,0.004000000189989805,0.004000000189989805,0.004000000189989805
L1_S24_F1326,0.08263715356588364,0.05382684990763664,0.05358476936817169,113.0,13563.0,13450.0,0.06157878413796425,0.041511863470077515,0.04122065380215645,0.0689999982714653,0.05000000074505806,0.05000000074505806
L1_S24_F1331,0.24338047206401825,0.23753689229488373,0.23748791217803955,113.0,13563.0,13450.0,0.11613678932189941,0.12934041023254395,0.1294490098953247,0.2409999966621399,0.24300000071525574,0.24300000071525574
L1_S24_F1336,0.0047168126329779625,0.006615213118493557,0.006631167605519295,113.0,13563.0,13450.0,0.004005507566034794,0.013235623948276043,0.013284716755151749,0.004000000189989805,0.004999999888241291,0.004999999888241291
L1_S24_F1341,0.005849556997418404,0.007656740490347147,0.007671928498893976,113.0,13563.0,13450.0,0.004612137097865343,0.013409649953246117,0.013458244502544403,0.004999999888241291,0.006000000052154064,0.006000000052154064
L1_S24_F1346,0.12173450738191605,0.12401445209980011,0.12403359264135361,113.0,13563.0,13450.0,0.07328478991985321,0.08464448899030685,0.08473550528287888,0.12099999934434891,0.11500000208616257,0.11500000208616257
L1_S24_F1351,0.00431858329102397,0.004171521868556738,0.004170283675193787,113.0,13563.0,13450.0,0.001978750806301832,0.008681911043822765,0.008716118521988392,0.004000000189989805,0.004000000189989805,0.004000000189989805
L1_S24_F1356,0.10446016490459442,0.10824944078922272,0.10828126966953278,113.0,13563.0,13450.0,0.07713764160871506,0.07389413565397263,0.07386814057826996,0.08900000154972076,0.09399999678134918,0.09399999678134918
L1_S24_F1361,0.06580531597137451,0.05980611592531204,0.05975571274757385,113.0,13563.0,13450.0,0.031846970319747925,0.035201236605644226,0.035225097090005875,0.06400000303983688,0.05700000002980232,0.05700000002980232
L1_S24_F1366,0.23559612035751343,0.2380138635635376,0.2380325347185135,104.0,13560.0,13456.0,0.1248183473944664,0.12908631563186646,0.12912237644195557,0.2329999953508377,0.24400000274181366,0.24400000274181366
L1_S24_F1371,9.615385351935402e-05,0.0002295712911291048,0.00023060246894601732,104.0,13560.0,13456.0,0.0006312135374173522,0.00836979504674673,0.008401854895055294,0.0,0.0,0.0
L1_S24_F1376,0.012615387327969074,0.010784369893372059,0.010770205408334732,104.0,13560.0,13456.0,0.009757556952536106,0.011109518818557262,0.011118493042886257,0.010499999858438969,0.008999999612569809,0.008999999612569809
L1_S24_F1381,0.0793750137090683,0.08555784821510315,0.08560565859079361,104.0,13560.0,13456.0,0.060967471450567245,0.06551177054643631,0.06554534286260605,0.06400000303983688,0.07000000029802322,0.07000000029802322
L1_S24_F1386,0.002134615322574973,0.002154797315597534,0.0021549512166529894,104.0,13560.0,13456.0,0.0015457910485565662,0.008617952466011047,0.00865013524889946,0.0020000000949949026,0.0020000000949949026,0.0020000000949949026
L1_S24_F1391,0.06619231402873993,0.0637681633234024,0.06374944001436234,104.0,13560.0,13456.0,0.06574267148971558,0.061731692403554916,0.061702631413936615,0.04600000008940697,0.050999999046325684,0.050999999046325684
L1_S24_F1396,0.001692308345809579,0.0016049023251980543,0.00160422723274678,104.0,13560.0,13456.0,0.0014351819409057498,0.008550691418349743,0.008582756854593754,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513
L1_S24_F1401,0.06879808753728867,0.07403477281332016,0.07407522201538086,104.0,13560.0,13456.0,0.05595947802066803,0.060984574258327484,0.06102193519473076,0.054999999701976776,0.06199999898672104,0.06199999898672104
L1_S24_F1406,0.010576923377811909,0.009192214347422123,0.009181514382362366,104.0,13560.0,13456.0,0.009940299205482006,0.011926556937396526,0.011941544711589813,0.00800000037997961,0.007000000216066837,0.007000000216066837
L1_S24_F1411,0.24484850466251373,0.23837843537330627,0.23833099007606506,99.0,13596.0,13497.0,0.11566818505525589,0.1284295916557312,0.12852156162261963,0.24500000476837158,0.24400000274181366,0.24300000071525574
L1_S24_F1416,0.012505048885941505,0.013757490552961826,0.013766671530902386,99.0,13596.0,13497.0,0.01176502276211977,0.022621402516961098,0.02268197387456894,0.008999999612569809,0.008999999612569809,0.008999999612569809
L1_S24_F1421,0.01630302518606186,0.013919582590460777,0.013902099803090096,99.0,13596.0,13497.0,0.010818969458341599,0.012399103492498398,0.012408552691340446,0.014000000432133675,0.012000000104308128,0.012000000104308128
L1_S24_F1426,0.018505048006772995,0.018888430669903755,0.018891239538788795,99.0,13596.0,13497.0,0.01491498202085495,0.014291119761765003,0.014286979101598263,0.01600000075995922,0.01600000075995922,0.01600000075995922
L1_S24_F1431,0.007161615416407585,0.00828942097723484,0.008297692984342575,99.0,13596.0,13497.0,0.006535159423947334,0.010727589949965477,0.01075194962322712,0.006000000052154064,0.006000000052154064,0.006000000052154064
L1_S24_F1436,0.06966666132211685,0.0720704048871994,0.07208803296089172,99.0,13596.0,13497.0,0.04993321746587753,0.05716252699494362,0.0572136826813221,0.054999999701976776,0.06199999898672104,0.06199999898672104
L1_S24_F1441,0.00149494968354702,0.001580424839630723,0.001581052434630692,99.0,13596.0,13497.0,0.0013276785612106323,0.008553042076528072,0.008583597838878632,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513
L1_S24_F1446,0.07582829892635345,0.07290887087583542,0.07288745790719986,99.0,13596.0,13497.0,0.07078136503696442,0.06092732027173042,0.06085135415196419,0.0560000017285347,0.061000000685453415,0.061000000685453415
L1_S24_F1451,0.08428280800580978,0.07722173631191254,0.0771699994802475,99.0,13596.0,13497.0,0.09868864715099335,0.0703766793012619,0.0701294094324112,0.057999998331069946,0.06199999898672104,0.06199999898672104
L1_S24_F1463,0.07110342383384705,0.08531887829303741,0.0854259729385376,203.0,27152.0,26949.0,0.06217050552368164,0.06778110563755035,0.06781073659658432,0.0560000017285347,0.07100000232458115,0.07100000232458115
L1_S24_F1467,0.11567490547895432,0.13286221027374268,0.13299161195755005,203.0,27152.0,26949.0,0.09079742431640625,0.0988021194934845,0.09885065257549286,0.10000000149011612,0.11299999803304672,0.11299999803304672
L1_S24_F1474,0.18491126596927643,0.16179844737052917,0.1616242527961731,203.0,27152.0,26949.0,0.09954852610826492,0.08876732736825943,0.08866115659475327,0.16899999976158142,0.1550000011920929,0.1550000011920929
L1_S24_F1478,0.1735369712114334,0.15244078636169434,0.15228189527988434,203.0,27152.0,26949.0,0.09668859094381332,0.08731172233819962,0.08722050487995148,0.16099999845027924,0.14499999582767487,0.14499999582767487
L1_S24_F1482,0.076197050511837,0.0790591686964035,0.07908071577548981,203.0,27152.0,26949.0,0.06230229511857033,0.05946497619152069,0.05944381281733513,0.06199999898672104,0.06800000369548798,0.06800000369548798
L1_S24_F1486,0.0,3.649823338491842e-05,3.6773162719327956e-05,203.0,27152.0,26949.0,0.0,0.006014049984514713,0.006036658305674791,0.0,0.0,0.0
L1_S24_F1490,0.26916253566741943,0.23540863394737244,0.23515461385250092,203.0,27152.0,26949.0,0.13499362766742706,0.13617660105228424,0.1361573338508606,0.27399998903274536,0.2329999953508377,0.23199999332427979
L1_S24_F1494,0.2461378425359726,0.19724369049072266,0.1968754529953003,203.0,27152.0,26949.0,0.11665179580450058,0.11838012933731079,0.11831922829151154,0.2759999930858612,0.19200000166893005,0.19099999964237213
L1_S24_F1498,0.14090152084827423,0.09262332320213318,0.09225969761610031,203.0,27152.0,26949.0,0.11672204732894897,0.0633835718035698,0.06267335265874863,0.11299999803304672,0.08399999886751175,0.08399999886751175
L1_S24_F1502,0.07124629616737366,0.08542130887508392,0.08552803844213486,203.0,27152.0,26949.0,0.06198848783969879,0.06726333498954773,0.06729231774806976,0.05700000002980232,0.07100000232458115,0.07100000232458115
L1_S24_F1506,0.04927092045545578,0.04720340669155121,0.04718783497810364,203.0,27152.0,26949.0,0.04032209515571594,0.03928119316697121,0.03927376866340637,0.041999999433755875,0.03799999877810478,0.03799999877810478
L1_S24_F1512,0.037156008183956146,0.03747536614537239,0.037478212267160416,1192.0,132907.0,131715.0,0.03864046931266785,0.03794511780142784,0.037937428802251816,0.026000000536441803,0.026000000536441803,0.026000000536441803
L1_S24_F1514,0.08782041072845459,0.08717723190784454,0.08717154711484909,1192.0,132907.0,131715.0,0.06424223631620407,0.06639079749584198,0.06640926003456116,0.07699999958276749,0.07500000298023224,0.07500000298023224
L1_S24_F1516,0.06490850448608398,0.060839004814624786,0.060802266001701355,1192.0,132907.0,131715.0,0.04733257740736008,0.047279827296733856,0.047280069440603256,0.054999999701976776,0.050999999046325684,0.050999999046325684
L1_S24_F1518,0.02343033440411091,0.023745020851492882,0.023747863247990608,1192.0,132907.0,131715.0,0.017978163436055183,0.018086209893226624,0.018086275085806847,0.01899999938905239,0.019999999552965164,0.019999999552965164
L1_S24_F1520,0.07051847130060196,0.07401587069034576,0.07404743880033493,1190.0,132572.0,131382.0,0.055011969059705734,0.056897398084402084,0.05691180005669594,0.05900000035762787,0.06400000303983688,0.06400000303983688
L1_S24_F1539,0.009194948710501194,0.009225486777722836,0.009225775487720966,1190.0,132572.0,131382.0,0.007594801485538483,0.007640458643436432,0.007640834432095289,0.007000000216066837,0.00800000037997961,0.00800000037997961
L1_S24_F1544,0.007408390752971172,0.0068252054043114185,0.006819975096732378,1190.0,132572.0,131382.0,0.007754739373922348,0.00758408335968852,0.007582705467939377,0.004999999888241291,0.004999999888241291,0.004999999888241291
L1_S24_F1565,0.0727037638425827,0.06619276851415634,0.06613397598266602,1192.0,132908.0,131716.0,0.06626074016094208,0.05400599539279938,0.05388132110238075,0.0560000017285347,0.05400000140070915,0.05400000140070915
L1_S24_F1567,0.118297278881073,0.11995638161897659,0.11997148394584656,1192.0,132909.0,131717.0,0.07829151302576065,0.07827730476856232,0.078278549015522,0.1080000028014183,0.1080000028014183,0.1080000028014183
L1_S24_F1569,0.12572535872459412,0.12659527361392975,0.12660351395606995,1192.0,132906.0,131714.0,0.08520402014255524,0.08286364376544952,0.08284126967191696,0.11400000005960464,0.11400000005960464,0.11400000005960464
L1_S24_F1571,0.12024592608213425,0.12165960669517517,0.1216723620891571,1192.0,132906.0,131714.0,0.08144086599349976,0.07987379282712936,0.07985962927341461,0.1080000028014183,0.11100000143051147,0.11100000143051147
L1_S24_F1573,0.1522180140018463,0.14981335401535034,0.14979062974452972,1192.0,132906.0,131714.0,0.10871519893407822,0.10614895820617676,0.10612857341766357,0.14100000262260437,0.14100000262260437,0.14100000262260437
L1_S24_F1575,0.12376341223716736,0.12474213540554047,0.12475104629993439,1192.0,132906.0,131714.0,0.08410746604204178,0.08379212766885757,0.08379027992486954,0.11500000208616257,0.1120000034570694,0.1120000034570694
L1_S24_F1578,0.03992446884512901,0.04272698983550072,0.04275240749120712,1192.0,132906.0,131714.0,0.03203163295984268,0.0340329185128212,0.03404943272471428,0.032999999821186066,0.035999998450279236,0.035999998450279236
L1_S24_F1581,0.1289011538028717,0.07578432559967041,0.07529556751251221,607.0,66583.0,65976.0,0.1310948133468628,0.0659707561135292,0.0648689717054367,0.07999999821186066,0.057999998331069946,0.057999998331069946
L1_S24_F1594,0.0009209192357957363,0.0010373045224696398,0.0010383800836279988,607.0,66583.0,65976.0,0.0007731086807325482,0.004759442526847124,0.004780684132128954,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513
L1_S24_F1599,0.009596374817192554,0.009437202475965023,0.009435739368200302,607.0,66583.0,65976.0,0.010333395563066006,0.011802472174167633,0.011815032921731472,0.00800000037997961,0.00800000037997961,0.00800000037997961
L1_S24_F1604,0.03985334560275078,0.01621001958847046,0.015991415828466415,607.0,66583.0,65976.0,0.05308203026652336,0.022137051448225975,0.021525036543607712,0.00800000037997961,0.00800000037997961,0.00800000037997961
L1_S24_F1609,0.0639505460858345,0.061578791588544846,0.06155701354146004,607.0,66583.0,65976.0,0.04339100420475006,0.043036386370658875,0.043032992631196976,0.0560000017285347,0.05400000140070915,0.05400000140070915
L1_S24_F1622,0.005242181941866875,0.006948895752429962,0.006964592263102531,607.0,66583.0,65976.0,0.0034810679499059916,0.007048793137073517,0.0070714144967496395,0.004999999888241291,0.004999999888241291,0.004999999888241291
L1_S24_F1627,0.004958821460604668,0.006664268206804991,0.006679949350655079,607.0,66583.0,65976.0,0.003594545181840658,0.0071694133803248405,0.0071922061033546925,0.004000000189989805,0.004999999888241291,0.004999999888241291
L1_S24_F1632,0.08155516535043716,0.03310772404074669,0.032662104815244675,607.0,66583.0,65976.0,0.10454340279102325,0.030058888718485832,0.028102364391088486,0.04100000113248825,0.027000000700354576,0.027000000700354576
L1_S24_F1637,0.20945793390274048,0.21329110860824585,0.2133263349533081,607.0,66583.0,65976.0,0.1333756148815155,0.1319243609905243,0.13191181421279907,0.1940000057220459,0.20399999618530273,0.20399999618530273
L1_S24_F1642,0.0066820471547544,0.006594108883291483,0.006593284197151661,607.0,66583.0,65976.0,0.006646876223385334,0.008677827194333076,0.008693749085068703,0.004999999888241291,0.004999999888241291,0.004999999888241291
L1_S24_F1647,0.006771004293113947,0.007404185365885496,0.0074099949561059475,607.0,66583.0,65976.0,0.006746129598468542,0.008916097693145275,0.008933968842029572,0.004999999888241291,0.006000000052154064,0.006000000052154064
L1_S24_F1652,0.10071658343076706,0.10532377660274506,0.10536619275808334,607.0,66583.0,65976.0,0.07009365409612656,0.07649864256381989,0.07655378431081772,0.09200000017881393,0.0949999988079071,0.0949999988079071
L1_S24_F1657,0.004327835515141487,0.0053329262882471085,0.005342204123735428,607.0,66583.0,65976.0,0.0025243929121643305,0.00755552900955081,0.007587007246911526,0.004000000189989805,0.004000000189989805,0.004000000189989805
L1_S24_F1662,0.06536076962947845,0.07035500556230545,0.07040110230445862,607.0,66583.0,65976.0,0.07719694077968597,0.07615397125482559,0.07614666223526001,0.04399999976158142,0.05000000074505806,0.05000000074505806
L1_S24_F1667,0.06268037855625153,0.03039800561964512,0.030101008713245392,607.0,66583.0,65976.0,0.10771453380584717,0.03561216965317726,0.03411239758133888,0.027000000700354576,0.01899999938905239,0.01899999938905239
L1_S24_F1672,0.1629621684551239,0.10767750442028046,0.1071665957570076,609.0,66500.0,65891.0,0.14053073525428772,0.0853104367852211,0.08446628600358963,0.125,0.08900000154972076,0.08900000154972076
L1_S24_F1685,0.09105741232633591,0.09539908915758133,0.09543914347887039,609.0,66500.0,65891.0,0.09256279468536377,0.08203008770942688,0.08192439377307892,0.07000000029802322,0.07699999958276749,0.07800000160932541
